count2019, Source_Name, RA, Dec, Velo, Date-Obs, Tsys, Int, Rms1, Vlo1, Vhi1, Rms2, Vlo2, Vhi2
1403,Arp120,79.0475,0.149833,9689,2009-01-23,38.7,10,3.4,8259,11132,3.4,10843,13765
1404,MCG-02-14-009,79.0883,-10.5614,8530,2016-02-06,49.5,10,5.2,7199,9873,?,?,?
1405,MCG+01-14-012,79.1118,6.4725,10175,2016-02-06,42.0,10,4.2,8830,11532,?,?,?
1406,CGCG421-016,79.1208,6.40222,7489,2009-11-16,47.9,10,4.9,6079,8912,4.1,8626,11507
1407,VIIZw031,79.1935,79.6703,16090,2013-05-03,55.4,10,5.8,14600,17594,?,?,?
1408,CGCG258-006,79.2241,53.1918,8482,2009-01-25,31.6,10,2.9,7063,9914,2.6,9627,12526
1409,051824-250855,79.6,-25.1486,9956,2008-11-01,57.5,10,5.3,8523,11402,5.1,11112,14039
1410,051900-050238,79.7525,-5.04389,10804,2009-01-23,41.3,10,17.7,9363,12258,3.5,11966,14910
1411,J051925+174230,79.8571,17.7086,5044,2014-11-04,68.1,10,7.0,3656,6444,?,?,?
1412,ESO362-G018,79.8992,-32.6578,3793,2008-12-23,40.3,10,4.0,2417,5182,3.9,4903,7714
1413,UGC-3253,79.9254,84.0526,4130,2005-12-21,38.1,5,5.5,2751,5522,4.5,5243,8060
1414,UGC-3294,80.2666,4.00636,4145,2005-10-16,45.6,5,6.0,4006,6801,6.2,1535,4283
1415,2MASXJ05210654-,80.277,-10.2464,8474,2011-01-22,34.3,5,4.5,7055,9906,4.4,9619,12518
1416,UGC-3296,80.3412,4.88781,4266,2005-10-16,44.0,5,5.5,4127,6924,5.9,1654,4404
1417,RXSJ05215+6718,80.3942,67.3019,4500,2016-03-28,56.9,8,6.4,3203,5808,?,?,?
1418,NGC1875,80.4404,6.68892,8994,2011-01-22,31.5,10,2.8,7570,10431,2.7,10143,13052
1419,0522545+5713280,80.727,57.2244,12418,2011-01-04,31.4,10,2.8,10962,13887,2.7,13592,16567
1420,ESO362-G021,80.7417,-36.4586,16602,2008-12-23,42.5,10,5.2,15107,18111,5.0,17808,20864
1421,IRAS05218-1212,81.027,-12.1666,14700,2008-12-23,31.6,10,2.9,13223,16191,2.6,15892,18910
1422,052627-211712,81.6137,-21.2867,8310,2008-11-01,53.9,10,5.0,6892,9740,5.0,9454,12349
1423,2MASXJ05295547+,82.4813,44.5775,9644,2009-12-30,26.1,10,2.3,8214,11087,2.4,10797,13719
1424,0532077+0110353,83.0321,1.17644,10908,2012-03-10,41.9,10,4.2,9466,12363,?,?,?
1425,0532077+0110353,83.0321,1.17644,10908,2010-11-24,31.4,5,24.2,9466,12363,4.1,12071,15016
1426,0532077+0110353,83.0321,1.17647,10908,2010-12-24,34.3,10,3.2,9466,12363,3.7,12071,15016
1427,NGC-1964,83.3379,-21.9475,1663,2008-02-03,46.2,5,6.0,306,3032,5.9,2758,5529
1428,ESO-423-G20,83.5284,-28.4658,3804,2008-03-21,58.0,5,8.5,2427,5193,7.5,4914,7726
1429,ESO-423-G24,83.6734,-29.2331,3968,2008-03-21,59.7,5,8.4,2590,5358,7.9,5080,7894
1430,05345201,83.7167,1.05278,11431,2010-10-09,43.1,10,3.8,9985,12890,3.5,12598,15553
1431,NGC-1961,85.52,69.3786,3930,2005-12-19,37.7,15,3.1,2552,5320,2.8,5041,7855
1432,UGC3351,86.4495,58.701,4455,2009-01-25,32.1,10,3.0,3073,5850,2.8,5570,8393
1433,0546140-1801151,86.5583,-18.0209,7867,2010-11-24,36.8,10,3.7,6453,9293,3.3,9007,11895
1434,IC-2143,86.7217,-18.7277,3134,2008-02-03,44.3,5,5.7,1763,4517,5.5,4239,7038
1435,NGC2110,88.0473,-7.45644,2350,2003-03-05,62.2,40,3.0,986,3726,?,?,?
1436,NGC2110,88.0548,-7.45503,2350,2003-03-15,52.3,15,3.8,986,3726,?,?,?
1437,IRAS05480+5927,88.1167,59.4756,17538,2013-05-03,47.6,10,4.7,16034,19056,?,?,?
1438,2MASXJ05544366+,88.6821,37.4603,9046,2009-12-30,26.4,10,2.3,7622,10483,2.3,10195,13105
1439,MCG+08-11-011,88.7234,46.4393,6141,2008-02-02,40.0,10,3.6,4743,7551,3.2,7269,10124
1440,UGCA116,88.9275,3.39222,789,2012-12-19,47.6,10,5.1,-559,2150,?,?,?
1441,UGCA116,88.9277,3.39222,789,2009-12-01,39.2,40,1.7,-559,2150,?,?,?
1442,EXO055620-3820.,89.5082,-38.3346,10161,2008-12-23,47.5,10,4.9,8726,11609,4.6,11318,14250
1443,J0558-3820,89.5083,-38.3346,10154,2006-02-13,62.7,40,3.7,8719,11602,?,?,?
1444,0558117+5328180,89.5487,53.4717,10481,2010-11-12,36.3,10,3.2,9044,11932,3.3,11641,14578
1445,A-0553+68,89.6082,68.4608,4114,2005-12-19,39.2,5,5.6,2735,5506,5.1,5226,8043
1446,IRAS05589+2828,90.5445,28.4727,9893,2008-02-02,41.0,10,3.5,8461,11338,3.4,11048,13975
1447,NGC-2128,91.1425,57.6277,3142,2005-12-22,37.1,5,5.2,1772,4525,4.9,4247,7046
1448,NGC-2179,92.0091,-21.7467,2798,2008-02-03,45.8,5,5.8,1430,4178,5.6,3901,6694
1449,0608409,92.1706,74.8409,9558,2010-11-09,38.8,10,3.6,8129,11000,3.4,10711,13630
1450,060902-193239,92.2584,-19.5441,8019,2009-01-23,51.4,10,5.3,6604,9447,21.7,9160,12051
1451,UGC-3407,92.2837,42.0852,3604,2008-03-17,49.0,5,6.2,2229,4991,6.2,4713,7521
1452,061140-122521,92.9189,-12.4224,9428,2009-01-23,45.2,10,4.5,8000,10869,4.0,10580,13497
1453,NGC-2196,93.0421,-21.8067,2321,2008-03-13,48.2,5,5.7,958,3696,5.9,3421,6204
1454,MCG+08.12.003,93.1809,47.5142,11400,2016-04-13,36.0,10,3.5,10044,12768,?,?,?
1455,0613100+5026285,93.2917,50.4412,5725,2010-11-12,37.9,10,3.4,4331,7131,3.5,6849,9696
1456,0614300+5106500,93.625,51.1139,11968,2010-11-12,36.9,10,3.1,10517,13433,3.0,13139,16104
1457,IRAS06107+5537,93.7475,55.6073,15035,2013-05-03,50.8,10,5.0,13555,16529,?,?,?
1458,UGC-3422,93.7839,71.1366,4059,2005-12-19,38.8,5,5.3,2680,5450,5.1,5171,7987
1459,Mrk3,93.8115,71.0178,4050,2004-01-28,32.9,52,1.4,2671,5441,?,?,?
1460,Mrk3,93.9011,71.0375,4050,2005-01-28,24.7,4,5.0,2671,5441,?,?,?
1461,Mrk3,93.9012,71.0375,4050,2003-10-30,49.5,56,2.2,2671,5441,?,?,?
1462,UGC3426,93.9013,71.0376,4050,2009-01-25,32.7,10,3.0,2671,5441,2.9,5162,7978
1463,Mrk3,93.9019,71.0376,4050,2003-04-28,45.4,148,1.4,2671,5441,?,?,?
1464,Mrk3,93.9052,71.0373,4050,2003-03-22,40.5,72,1.5,2671,5441,?,?,?
1465,NGC-2207,94.092,-21.3725,2746,2008-03-13,48.4,5,6.2,1379,4125,6.0,3849,6640
1466,IC-2163,94.1155,-21.3753,2688,2008-03-13,49.1,5,6.6,1321,4067,6.3,3790,6581
1467,UGC-3413,94.2537,81.1378,4211,2005-12-18,51.1,5,7.5,2831,5603,6.6,5324,8143
1468,UGC-3413,94.2537,81.1378,4211,2005-12-21,38.3,5,5.2,2831,5603,5.0,5324,8143
1469,061731-291233,94.3813,-29.2091,11155,2009-01-23,60.3,10,5.8,9711,12612,5.7,12320,15270
1470,IC-440,94.8055,80.0684,4344,2005-12-18,50.8,5,6.9,2963,5738,6.6,5458,8279
1471,J062027+250508,95.1125,25.0854,6069,2014-11-04,65.3,10,7.6,4672,7478,?,?,?
1472,ESO-556-G15,95.2729,-20.0475,1981,2008-03-13,47.8,5,6.4,621,3353,6.3,3078,5856
1473,NGC-2217,95.415,-27.2334,1619,2008-03-13,54.8,5,7.4,262,2988,7.3,2713,5484
1474,CGCG144-004,95.46,27.1683,6283,2009-12-30,29.4,10,2.7,4884,7695,2.4,7412,10269
1475,RXSJ06225-2317,95.6396,-23.295,11327,2016-02-06,46.6,10,5.1,9972,12694,?,?,?
1476,J0623-0607,95.7721,-6.12028,6042,2009-01-30,37.3,10,3.5,4645,7451,3.3,7169,10022
1477,0623259+5711509,95.858,57.1974,13094,2010-11-12,36.9,10,3.2,11632,14569,3.3,14273,17260
1478,ESO426-G002,95.9433,-32.2166,6730,2008-12-23,41.1,10,3.8,5327,8146,4.1,7862,10728
1479,NGC-2223,96.1491,-22.8386,2722,2008-03-13,49.5,5,6.8,1355,4101,6.0,3824,6616
1480,IC-2166,96.7318,59.0801,2693,2005-12-22,38.1,5,4.9,1327,4072,5.0,3795,6585
1481,062701-140053,96.755,-14.0147,10477,2008-11-01,48.3,10,4.3,9040,11928,4.3,11637,14574
1482,063138-140029,97.91,-14.0081,10222,2008-11-01,48.5,10,4.6,8787,11670,4.4,11380,14312
1483,UGC-3478,98.1965,63.6737,3830,2005-12-22,38.0,5,5.3,2453,5219,5.0,4940,7752
1484,UGC3478,98.1967,63.6737,3828,2016-04-12,38.0,10,4.0,2537,5130,?,?,?
1485,Fair1140,99.4878,-32.878,11170,2003-10-24,55.6,32,3.2,9726,12627,?,?,?
1486,0639399,99.9162,15.7622,14723,2010-11-09,36.8,10,3.3,13246,16214,3.0,15915,18933
1487,ESO490-IG26,100.049,-25.8953,7450,2016-02-06,50.4,10,5.5,6128,8783,?,?,?
1488,2MASXJ06411806+,100.325,32.8254,14100,2008-12-18,59.9,15,4.5,12629,15585,4.1,15287,18294
1489,CGCG145-003,100.346,32.9274,5155,2006-04-11,51.6,30,3.2,3766,6556,?,?,?
1490,UGCA130,100.564,75.6258,792,2010-02-12,32.0,10,2.8,-556,2153,3.0,1880,4635
1491,NGC-2271,100.718,-23.4756,2596,2008-03-13,50.7,5,6.6,1230,3974,6.3,3698,6486
1492,UGC-3536,101.515,29.3481,4689,2008-03-17,50.1,5,6.6,3304,6086,5.9,5806,8634
1493,J064732+292210,101.885,29.3696,5195,2014-11-04,65.1,10,7.6,3806,6596,?,?,?
1494,NGC-2292,101.916,-26.7464,2321,2008-03-13,53.2,5,7.5,958,3696,6.8,3421,6204
1495,NGC-2293,101.929,-26.753,1978,2008-03-13,53.4,5,6.6,618,3350,6.7,3075,5852
1496,NGC2273,102.536,60.8459,1840,2008-10-31,46.0,35,5.5,481,3211,?,?,?
1497,NGC2273,102.536,60.8458,1840,2009-12-12,30.4,130,4.9,481,3211,?,?,?
1498,NGC2273,102.536,60.8458,1840,2007-11-28,37.3,65,5.3,481,3211,?,?,?
1499,NGC2273,102.536,60.8458,1840,2005-11-30,43.1,128,3.1,481,3211,?,?,?
1500,NGC2273,102.536,60.8458,1840,2006-03-11,56.6,80,4.3,481,3211,?,?,?
1501,NGC2273,102.536,60.8458,1840,2008-02-28,33.5,80,4.0,481,3211,?,?,?
1502,NGC2273,102.536,60.8458,1840,2008-04-24,62.1,93,4.9,481,3211,?,?,?
1503,NGC2273,102.536,60.8459,1840,2008-02-08,43.1,110,4.5,481,3211,?,?,?
1504,NGC2273,102.536,60.8459,1840,2008-11-09,43.3,20,5.8,481,3211,?,?,?
1505,NGC2273,102.536,60.8459,1840,2008-11-21,42.6,15,5.7,481,3211,?,?,?
1506,NGC2273,102.536,60.8459,1840,2009-03-04,38.5,125,4.5,481,3211,?,?,?
1507,NGC2273,102.536,60.8459,1840,2009-11-07,53.6,85,3.8,481,3211,?,?,?
1508,NGC2273,102.536,60.8459,1871,2005-01-28,25.7,52,2.6,512,3242,?,?,?
1509,NGC2273,102.536,60.8458,1840,2011-01-24,30.3,35,3.6,481,3211,?,?,?
1510,NGC2273,102.536,60.8458,1840,2009-05-12,40.8,100,4.5,481,3211,?,?,?
1511,NGC2273,102.536,60.8458,1840,2010-04-11,38.8,105,3.8,481,3211,?,?,?
1512,NGC2273,102.536,60.8458,1840,2006-06-09,65.4,80,3.2,481,3211,?,?,?
1513,NGC2273,102.536,60.8458,1840,2008-03-20,35.9,20,3.2,481,3211,?,?,?
1514,NGC2273,102.536,60.8458,1840,2008-10-14,45.3,80,4.4,481,3211,?,?,?
1515,NGC2273,102.536,60.8458,1840,2009-01-04,46.9,160,4.9,481,3211,?,?,?
1516,NGC2273,102.536,60.8458,1840,2009-04-01,46.9,120,4.2,481,3211,?,?,?
1517,NGC2273,102.536,60.8458,1840,2010-02-01,32.7,5,5.2,481,3211,5.2,481,3211
1518,NGC2273,102.536,60.8458,1840,2010-03-19,40.9,135,2.7,481,3211,?,?,?
1519,NGC2273,102.536,60.8458,1840,2013-04-22,49.5,20,6.8,481,3211,?,?,?
1520,NGC2273,102.536,60.8459,1840,2006-04-20,45.6,90,4.1,481,3211,?,?,?
1521,NGC2273,102.536,60.8459,1840,2009-02-21,32.9,115,4.3,481,3211,?,?,?
1522,NGC2273,102.536,60.8459,1840,2010-07-01,51.0,130,3.7,481,3211,?,?,?
1523,NGC2273,102.536,60.8458,1840,2010-01-11,35.1,100,3.3,481,3211,?,?,?
1524,NGC2273,102.536,60.8458,1840,2008-01-13,37.5,70,4.3,481,3211,?,?,?
1525,NGC2273,102.536,60.8458,1840,2008-12-05,42.9,130,4.6,481,3211,?,?,?
1526,NGC2273,102.536,60.8459,1840,2006-01-12,41.5,128,3.5,481,3211,?,?,?
1527,NGC2273,102.536,60.8459,1840,2006-03-27,47.0,75,3.4,481,3211,?,?,?
1528,NGC2273,102.536,60.8459,1840,2009-01-30,34.5,120,4.3,481,3211,?,?,?
1529,NGC2273,102.536,60.8458,1840,2010-02-12,31.9,150,2.7,481,3211,?,?,?
1530,NGC2273,102.536,60.8458,1840,2005-11-10,37.8,120,2.6,481,3211,1.7,2936,5710
1531,NGC2273,102.536,60.8458,1840,2008-03-25,49.1,120,3.4,481,3211,?,?,?
1532,NGC2273,102.537,60.846,1900,2003-04-28,50.6,32,3.4,541,3271,?,?,?
1533,NGC2273,102.539,60.8458,1900,2003-03-09,37.1,10,3.6,541,3271,?,?,?
1534,IRAS06483-1955,102.628,-19.9875,7666,2012-01-15,50.2,10,4.5,6254,9090,?,?,?
1535,IRAS06483-1955,102.628,-19.9875,7666,2013-04-25,53.0,5,7.6,6254,9091,?,?,?
1536,UGC-3573,102.95,27.4814,4828,2008-03-17,53.3,5,7.4,3442,6226,6.2,5946,8776
1537,B2_0648+27,103.01,27.4609,12420,2004-01-21,31.7,32,1.6,10964,13889,?,?,?
1538,Mrk6,103.051,74.4269,5640,2016-03-29,61.4,5,8.3,4334,6958,?,?,?
1539,Mrk6,103.051,74.427,5640,2006-05-22,47.3,30,2.8,4247,7046,?,?,?
1540,CGCG234-021,103.154,45.7806,6547,2012-03-05,48.2,8,6.0,5145,7961,?,?,?
1541,MARK373,103.646,50.3528,6000,2016-03-28,54.4,6,7.0,4691,7321,?,?,?
1542,UGC-3594,103.704,23.5019,4547,2008-03-17,50.5,5,6.6,3164,5943,5.9,5663,8488
1543,UGC-3596,103.899,39.7644,1340,2008-03-17,50.0,5,6.4,-13,2706,6.3,2432,5198
1544,UGC3601,103.956,40.0003,5133,2016-04-12,36.0,10,3.7,3831,6446,?,?,?
1545,UGC3601,103.956,40.0002,5137,2008-12-18,57.5,15,4.3,3748,6538,3.9,6257,9093
1546,065840-283339,104.669,-28.5608,6700,2009-01-23,68.2,10,7.1,5297,8115,6.6,7832,10697
1547,CGCG085-019,104.685,18.6519,19460,2013-05-04,39.6,10,4.4,17938,20996,?,?,?
1548,UGC-3581,104.762,80.0035,4955,2005-12-18,52.3,5,7.3,3568,6354,6.8,6074,8906
1549,MARK374,104.909,54.1966,12780,2016-04-13,34.1,10,3.6,11412,14160,?,?,?
1550,MRK374,104.909,54.1967,12780,2013-05-03,52.0,9,5.5,11321,14252,?,?,?
1551,UGC-3642,106.085,64.0203,4498,2005-12-22,39.8,5,5.6,3115,5893,5.1,5613,8437
1552,0704210-2135190,106.087,-21.5886,7674,2010-11-24,37.1,10,3.6,6262,9098,3.2,8813,11697
1553,ESO558-G009,106.087,-21.5887,7674,2014-03-23,58.4,116,1.8,6262,9099,?,?,?
1554,ESO558-G009,106.088,-21.5886,7674,2013-01-09,58.7,93,2.3,6262,9099,?,?,?
1555,ESO558-G009,106.088,-21.5886,7674,2014-10-25,78.2,40,4.4,6350,9009,?,?,?
1556,ESO558-G009,106.088,-21.5887,7674,2011-11-11,54.3,116,1.8,8813,11697,?,?,?
1557,ESO558-G009,106.088,-21.5887,7674,2012-01-25,40.5,105,1.2,6262,9099,?,?,?
1558,ESO558-G009,106.088,-21.5887,7674,2012-05-11,59.7,108,1.9,6262,9099,?,?,?
1559,ESO558-G009,106.088,-21.5887,7674,2012-12-15,56.1,131,1.6,6262,9098,?,?,?
1560,ESO558-G009,106.088,-21.5887,7674,2013-03-04,47.5,118,1.5,6262,9099,?,?,?
1561,ESO558-G009,106.088,-21.5887,7674,2013-04-14,112.5,54,5.2,6262,9099,?,?,?
1562,ESO558-G009,106.088,-21.5887,7674,2013-04-22,60.8,47,3.1,6262,9099,?,?,?
1563,ESO558-G009,106.088,-21.5887,7674,2014-10-26,69.8,114,2.3,6262,9098,?,?,?
1564,ESO558-G009,106.088,-21.5887,7674,2015-04-10,nan,0,nan,6262,9099,?,?,?
1565,ESO558-G009,106.088,-21.5887,7674,2015-04-10,nan,0,nan,6350,9009,?,?,?
1566,ESO558-G009,106.088,-21.5887,7674,2013-05-25,55.3,118,1.8,6262,9099,?,?,?
1567,ESO558-G009,106.088,-21.5887,7674,2013-11-30,51.9,125,1.5,6262,9098,?,?,?
1568,ESO558-G009,106.088,-21.5887,7674,2013-12-20,69.7,150,2.0,6262,9098,?,?,?
1569,ESO558-G009,106.088,-21.5887,7674,2014-02-21,61.1,83,2.4,6262,9099,?,?,?
1570,ESO558-G009,106.088,-21.5887,7674,2014-11-15,72.6,44,6.4,6262,9098,?,?,?
1571,ESO558-G009,106.088,-21.5887,7674,2014-11-16,91.7,135,2.7,6262,9098,?,?,?
1572,ESO558-G009,106.088,-21.5887,7674,2015-04-21,75.4,77,2.8,6350,9009,?,?,?
1573,ESO558-G009,106.088,-21.5886,7674,2012-11-06,43.5,124,1.3,6262,9098,?,?,?
1574,ESO558-G009,106.088,-21.5886,7674,2014-01-15,63.6,95,2.2,6262,9099,?,?,?
1575,ESO558-G009,106.088,-21.5886,7674,2014-05-01,79.8,102,2.6,6262,9099,?,?,?
1576,ESO558-G009,106.088,-21.5886,7674,2015-02-27,54.9,119,1.6,6350,9009,?,?,?
1577,ESO558-G009,106.088,-21.5887,7674,2011-02-24,59.5,85,2.0,8813,11697,?,?,?
1578,ESO558-G009,106.088,-21.5887,7674,2011-03-24,61.7,130,1.8,6262,9099,?,?,?
1579,ESO558-G009,106.088,-21.5887,7674,2011-06-03,62.5,100,2.3,6262,9099,?,?,?
1580,ESO558-G009,106.088,-21.5887,7674,2011-10-09,64.4,150,1.8,6262,9098,?,?,?
1581,ESO558-G009,106.088,-21.5887,7674,2011-12-30,51.3,150,1.3,6262,9098,?,?,?
1582,ESO558-G009,106.088,-21.5887,7674,2014-12-13,60.6,119,1.9,6262,9098,?,?,?
1583,ESO558-G009,106.088,-21.5887,7674,2014-12-15,67.6,134,2.0,6262,9098,?,?,?
1584,ESO558-G009,106.088,-21.5887,7674,2011-01-23,42.8,75,1.5,6262,9099,?,?,?
1585,ESO558-G009,106.088,-21.5887,7674,2015-03-29,59.3,90,2.2,6350,9009,?,?,?
1586,ESO558-G009,106.088,-21.5886,7674,2012-04-12,62.5,192,1.5,6262,9099,?,?,?
1587,ESO558-G009,106.088,-21.5886,7674,2015-01-23,51.5,114,1.6,6262,9099,?,?,?
1588,ESO558-G009,106.088,-21.5886,7674,2015-04-11,52.6,159,1.5,6350,9009,?,?,?
1589,ESO558-G009,106.088,-21.5887,7674,2010-12-24,36.6,100,1.3,6262,9098,?,?,?
1590,ESO558-G009,106.088,-21.5887,7674,2012-02-21,49.1,148,1.5,6262,9099,?,?,?
1591,ESO558-G009,106.088,-21.5887,7674,2013-04-25,50.2,83,1.9,6262,9099,?,?,?
1592,ESO558-G009,106.088,-21.5887,7674,2013-05-01,73.8,34,4.2,6262,9099,?,?,?
1593,ESO558-G009,106.088,-21.5887,7674,2014-10-25,90.0,56,4.1,6262,9098,?,?,?
1594,ESO558-G009,106.088,-21.5887,7674,2015-02-28,45.9,47,3.1,6350,9009,?,?,?
1595,ESO558-G009,106.088,-21.5887,7674,2015-03-28,42.5,130,1.3,6350,9009,?,?,?
1596,ESO558-G009,106.088,-21.5886,7674,2015-01-21,56.1,110,1.9,6262,9099,?,?,?
1597,UGC-3660,106.645,63.8488,4262,2005-12-22,39.6,5,5.3,2881,5655,5.5,5376,8195
1598,CGCG085-037,106.945,18.7636,14528,2013-05-04,42.7,10,4.5,13053,16017,?,?,?
1599,NGC-2339,107.086,18.7802,2206,2005-12-30,45.0,5,5.9,844,3580,5.4,3305,6086
1600,NGC-2333,107.089,35.17,4731,2008-03-17,47.4,5,6.1,3346,6128,6.1,5848,8677
1601,NGC2329,107.283,48.6156,5795,2004-01-21,31.6,20,2.1,4400,7202,?,?,?
1602,CGCG234-071,107.316,49.8202,4677,2010-02-01,29.8,10,2.7,3293,6074,2.3,5794,8621
1603,UGC-3723,107.675,34.421,4918,2008-03-17,47.5,5,6.1,3531,6317,5.6,6037,8869
1604,UGC3697,107.845,71.8363,3137,2003-03-22,40.3,2,27.3,1767,4520,?,?,?
1605,NGC2350,108.301,12.2661,1910,2013-12-13,47.4,10,5.0,551,3281,?,?,?
1606,NGC2350,108.301,12.2661,1910,2009-11-16,42.3,10,3.5,551,3281,3.9,3006,5782
1607,UGC3752,108.516,35.2792,4705,2009-01-30,33.8,10,3.1,3320,6102,2.9,5822,8650
1608,MRK376,108.563,45.6988,16782,2011-01-24,28.8,10,2.4,15286,18292,2.5,17989,21048
1609,NGC-2268,108.573,84.3823,2222,2005-12-21,39.6,5,5.1,860,3596,5.0,3321,6102
1610,NGC-2347,109.015,64.709,4422,2005-12-21,40.9,5,5.5,3040,5816,5.1,5537,8359
1611,ESO428-G014,109.13,-29.3247,1698,2012-01-15,59.3,10,6.0,340,3068,?,?,?
1612,2MASXJ07180060+,109.502,44.0909,18432,2008-12-18,46.9,15,3.4,16920,19958,3.0,19652,22743
1613,UGC3789,109.879,59.355,3325,2009-12-12,30.4,130,0.8,1953,4709,?,?,?
1614,0719308+5921184,109.879,59.3551,3258,2010-11-12,37.3,10,3.6,1887,4642,3.2,4364,7165
1615,UGC3789,109.879,59.3551,3325,2009-03-04,31.6,130,0.8,1953,4709,?,?,?
1616,UGC3789,109.879,59.3551,3325,2007-01-20,36.5,80,1.5,1953,4709,?,?,?
1617,UGC3789,109.879,59.3551,3325,2006-09-25,60.2,50,2.9,1953,4709,?,?,?
1618,UGC3789,109.879,59.3551,3325,2010-12-20,33.5,115,1.3,1953,4709,?,?,?
1619,UGC3789,109.879,59.3551,3325,2009-01-09,37.4,155,0.9,1953,4709,?,?,?
1620,UGC3789,109.879,59.3551,3325,2006-05-01,38.9,60,1.7,1953,4709,?,?,?
1621,UGC3789,109.879,59.3551,3325,2006-05-23,44.2,60,1.7,1953,4709,?,?,?
1622,UGC3789,109.879,59.3551,3325,2006-06-09,62.9,80,3.0,1953,4709,?,?,?
1623,UGC3789,109.879,59.3551,3325,2007-04-14,42.7,80,1.4,1953,4709,?,?,?
1624,UGC3789,109.879,59.3551,3325,2009-01-31,33.2,95,1.1,1953,4709,?,?,?
1625,UGC3789,109.879,59.3551,3325,2010-05-10,38.7,140,1.0,1953,4709,?,?,?
1626,UGC3789,109.879,59.3551,3325,2011-03-17,49.9,130,1.3,1953,4709,?,?,?
1627,UGC3789,109.879,59.3551,3325,2006-03-11,60.6,28,4.4,1953,4709,?,?,?
1628,UGC3789,109.879,59.3551,3325,2006-05-15,66.7,70,3.1,1953,4709,?,?,?
1629,UGC3789,109.879,59.3551,3325,2007-10-01,45.6,130,1.2,1953,4709,?,?,?
1630,UGC3789,109.879,59.3552,3325,2008-11-28,43.9,150,1.1,1953,4709,?,?,?
1631,UGC3789,109.879,59.3551,3325,2006-12-16,41.4,80,1.6,1953,4709,?,?,?
1632,UGC3789,109.879,59.3551,3325,2010-10-29,41.9,150,1.1,1953,4709,?,?,?
1633,UGC3789,109.879,59.3551,3325,2011-01-23,31.6,150,0.8,1953,4709,?,?,?
1634,UGC3789,109.879,59.3551,3325,2011-04-28,61.1,120,1.9,1953,4709,?,?,?
1635,UGC3789,109.879,59.3551,3325,2011-11-11,38.6,113,1.1,1953,4709,?,?,?
1636,UGC3789,109.879,59.3551,3325,2006-01-12,44.4,40,2.2,1953,4709,?,?,?
1637,UGC3789,109.879,59.3551,3325,2006-03-05,42.9,52,2.0,1953,4709,?,?,?
1638,UGC3789,109.879,59.3551,3325,2006-04-17,61.8,55,3.0,1953,4709,?,?,?
1639,UGC3789,109.879,59.3551,3325,2006-09-09,83.4,55,5.2,1953,4709,?,?,?
1640,UGC3789,109.879,59.3551,3325,2006-11-28,35.6,80,1.3,1953,4709,?,?,?
1641,UGC3789,109.879,59.3551,3325,2007-03-29,48.5,85,1.7,1953,4709,?,?,?
1642,UGC3789,109.879,59.3551,3325,2007-11-28,40.9,160,1.0,1953,4709,?,?,?
1643,UGC3789,109.879,59.3551,3325,2007-12-30,40.8,180,0.9,1953,4709,?,?,?
1644,UGC3789,109.879,59.3551,3325,2008-03-25,43.6,120,1.1,1953,4709,?,?,?
1645,UGC3789,109.879,59.3551,3325,2008-10-27,40.5,130,1.1,1953,4709,?,?,?
1646,UGC3789,109.879,59.3551,3325,2009-03-31,47.4,100,1.4,1953,4709,?,?,?
1647,UGC3789,109.879,59.3551,3325,2009-04-03,73.7,60,3.9,1953,4709,?,?,?
1648,UGC3789,109.879,59.3551,3325,2010-10-05,52.1,135,2.6,1953,4709,?,?,?
1649,UGC3789,109.879,59.3551,3325,2010-11-24,34.1,135,0.9,1953,4709,?,?,?
1650,UGC3789,109.879,59.3551,3325,2011-02-23,46.7,150,1.1,1953,4709,?,?,?
1651,UGC3789,109.879,59.3551,3325,2011-12-30,40.3,150,1.0,1953,4709,?,?,?
1652,UGC3789,109.879,59.3551,3325,2015-04-22,54.9,9,5.9,2038,4623,?,?,?
1653,UGC3789,109.879,59.3551,3325,2016-03-29,61.1,4,9.9,2038,4623,?,?,?
1654,UGC-3789,109.879,59.3551,3243,2005-12-21,39.3,45,2.1,1872,4627,?,?,?
1655,UGC3789,109.879,59.3551,3325,2006-10-30,56.8,80,2.4,1953,4709,?,?,?
1656,UGC3789,109.879,59.3551,3325,2007-02-22,56.8,80,2.2,1953,4709,?,?,?
1657,UGC3789,109.879,59.3551,3325,2007-10-29,32.8,120,0.9,1953,4709,?,?,?
1658,UGC3789,109.879,59.3551,3325,2008-04-24,55.6,150,1.5,1953,4709,?,?,?
1659,UGC3789,109.879,59.3551,3325,2008-05-28,51.9,150,1.4,1953,4709,?,?,?
1660,UGC3789,109.879,59.3551,3325,2011-10-10,52.2,128,1.6,1953,4709,?,?,?
1661,UGC3789,109.879,59.3551,3325,2013-04-22,50.3,40,2.6,1953,4709,?,?,?
1662,UGC3789,109.879,59.3551,3325,2016-04-13,38.1,10,3.7,2038,4623,?,?,?
1663,UGC3789,109.879,59.355,3325,2009-11-07,44.5,150,1.1,1953,4709,?,?,?
1664,UGC3789,109.879,59.3551,3325,2006-02-08,37.3,68,1.5,1953,4709,?,?,?
1665,UGC3789,109.879,59.3551,3325,2008-09-20,47.9,125,1.3,1953,4709,?,?,?
1666,UGC3789,109.879,59.3551,3325,2006-03-26,43.1,70,1.8,1953,4709,?,?,?
